0/500000, loss = 107.877, regloss = 1.07877, valid_loss = 106.147, time = 4.560, learning_rate=0.0001000000
0/500000, loss = nan, regloss = nan, valid_loss = nan, time = 6.609, learning_rate=0.0001000000
0/500000, loss = 0.006, regloss = 0.00006, valid_loss = 0.006, time = 3.468, learning_rate=0.0001000000
20/500000, loss = 0.005, regloss = 0.00095, valid_loss = 0.005, time = 1.779, learning_rate=0.0001000000
40/500000, loss = 0.005, regloss = 0.00164, valid_loss = 0.005, time = 1.798, learning_rate=0.0001000000
60/500000, loss = 0.005, regloss = 0.00228, valid_loss = 0.005, time = 1.781, learning_rate=0.0001000000
80/500000, loss = 0.005, regloss = 0.00283, valid_loss = 0.005, time = 1.796, learning_rate=0.0001000000
100/500000, loss = 0.005, regloss = 0.00323, valid_loss = 0.005, time = 1.778, learning_rate=0.0001000000
120/500000, loss = 0.005, regloss = 0.00355, valid_loss = 0.005, time = 1.796, learning_rate=0.0001000000
140/500000, loss = 0.005, regloss = 0.00384, valid_loss = 0.005, time = 1.802, learning_rate=0.0001000000
160/500000, loss = 0.004, regloss = 0.00389, valid_loss = 0.004, time = 1.773, learning_rate=0.0001000000
180/500000, loss = 0.004, regloss = 0.00392, valid_loss = 0.004, time = 1.782, learning_rate=0.0001000000
200/500000, loss = 0.003, regloss = 0.00382, valid_loss = 0.003, time = 1.770, learning_rate=0.0001000000
220/500000, loss = 0.003, regloss = 0.00364, valid_loss = 0.003, time = 1.773, learning_rate=0.0001000000
240/500000, loss = 0.003, regloss = 0.00348, valid_loss = 0.003, time = 1.803, learning_rate=0.0001000000
260/500000, loss = 0.002, regloss = 0.00322, valid_loss = 0.002, time = 1.798, learning_rate=0.0001000000
280/500000, loss = 0.001, regloss = 0.00290, valid_loss = 0.001, time = 1.787, learning_rate=0.0001000000
300/500000, loss = 0.001, regloss = 0.00259, valid_loss = 0.001, time = 1.797, learning_rate=0.0001000000
320/500000, loss = 0.001, regloss = 0.00229, valid_loss = 0.001, time = 1.785, learning_rate=0.0001000000
340/500000, loss = 0.001, regloss = 0.00203, valid_loss = 0.001, time = 1.785, learning_rate=0.0001000000
360/500000, loss = 0.001, regloss = 0.00180, valid_loss = 0.001, time = 1.759, learning_rate=0.0001000000
380/500000, loss = 0.001, regloss = 0.00160, valid_loss = 0.001, time = 1.776, learning_rate=0.0001000000
400/500000, loss = 0.001, regloss = 0.00143, valid_loss = 0.001, time = 1.787, learning_rate=0.0001000000
420/500000, loss = 0.000, regloss = 0.00127, valid_loss = 0.000, time = 1.777, learning_rate=0.0001000000
440/500000, loss = 0.000, regloss = 0.00113, valid_loss = 0.000, time = 1.782, learning_rate=0.0001000000
460/500000, loss = 0.000, regloss = 0.00099, valid_loss = 0.000, time = 1.780, learning_rate=0.0001000000
480/500000, loss = 0.000, regloss = 0.00089, valid_loss = 0.000, time = 1.783, learning_rate=0.0001000000
500/500000, loss = 0.000, regloss = 0.00079, valid_loss = 0.000, time = 1.818, learning_rate=0.0001000000
520/500000, loss = 0.000, regloss = 0.00069, valid_loss = 0.000, time = 1.793, learning_rate=0.0001000000
540/500000, loss = 0.000, regloss = 0.00061, valid_loss = 0.000, time = 1.750, learning_rate=0.0001000000
560/500000, loss = 0.000, regloss = 0.00053, valid_loss = 0.000, time = 1.786, learning_rate=0.0001000000
580/500000, loss = 0.000, regloss = 0.00046, valid_loss = 0.000, time = 1.780, learning_rate=0.0001000000
600/500000, loss = 0.000, regloss = 0.00041, valid_loss = 0.000, time = 1.776, learning_rate=0.0001000000
620/500000, loss = 0.000, regloss = 0.00036, valid_loss = 0.000, time = 1.790, learning_rate=0.0001000000
640/500000, loss = 0.000, regloss = 0.00032, valid_loss = 0.000, time = 1.784, learning_rate=0.0001000000
0/500000, loss = 0.004, regloss = 0.00004, valid_loss = 0.004, time = 3.454, learning_rate=0.0001000000
0/500000, loss = 0.006, regloss = 0.00006, valid_loss = 0.006, time = 3.450, learning_rate=0.0001000000
20/500000, loss = 0.006, regloss = 0.00107, valid_loss = 0.006, time = 1.770, learning_rate=0.0001000000
40/500000, loss = 0.005, regloss = 0.00187, valid_loss = 0.005, time = 1.786, learning_rate=0.0001000000
60/500000, loss = 0.006, regloss = 0.00251, valid_loss = 0.006, time = 1.666, learning_rate=0.0001000000
80/500000, loss = 0.006, regloss = 0.00312, valid_loss = 0.006, time = 1.677, learning_rate=0.0001000000
100/500000, loss = 0.007, regloss = 0.00360, valid_loss = 0.006, time = 1.645, learning_rate=0.0001000000
120/500000, loss = 0.005, regloss = 0.00399, valid_loss = 0.006, time = 1.655, learning_rate=0.0001000000
140/500000, loss = 0.005, regloss = 0.00425, valid_loss = 0.005, time = 1.665, learning_rate=0.0001000000
160/500000, loss = 0.004, regloss = 0.00433, valid_loss = 0.004, time = 1.657, learning_rate=0.0001000000
180/500000, loss = 0.004, regloss = 0.00435, valid_loss = 0.004, time = 1.641, learning_rate=0.0001000000
200/500000, loss = 0.004, regloss = 0.00428, valid_loss = 0.004, time = 1.664, learning_rate=0.0001000000
220/500000, loss = 0.003, regloss = 0.00406, valid_loss = 0.003, time = 1.684, learning_rate=0.0001000000
240/500000, loss = 0.002, regloss = 0.00370, valid_loss = 0.002, time = 1.648, learning_rate=0.0001000000
260/500000, loss = 0.001, regloss = 0.00330, valid_loss = 0.001, time = 1.681, learning_rate=0.0001000000
280/500000, loss = 0.001, regloss = 0.00292, valid_loss = 0.001, time = 1.659, learning_rate=0.0001000000
300/500000, loss = 0.001, regloss = 0.00258, valid_loss = 0.001, time = 1.657, learning_rate=0.0001000000
320/500000, loss = 0.001, regloss = 0.00229, valid_loss = 0.001, time = 1.647, learning_rate=0.0001000000
340/500000, loss = 0.001, regloss = 0.00202, valid_loss = 0.001, time = 1.662, learning_rate=0.0001000000
360/500000, loss = 0.001, regloss = 0.00179, valid_loss = 0.001, time = 1.641, learning_rate=0.0001000000
380/500000, loss = 0.001, regloss = 0.00158, valid_loss = 0.001, time = 1.698, learning_rate=0.0001000000
400/500000, loss = 0.001, regloss = 0.00140, valid_loss = 0.001, time = 1.632, learning_rate=0.0001000000
420/500000, loss = 0.000, regloss = 0.00124, valid_loss = 0.000, time = 1.675, learning_rate=0.0001000000
440/500000, loss = 0.000, regloss = 0.00109, valid_loss = 0.000, time = 1.663, learning_rate=0.0001000000
460/500000, loss = 0.000, regloss = 0.00096, valid_loss = 0.000, time = 1.685, learning_rate=0.0001000000
480/500000, loss = 0.000, regloss = 0.00084, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
500/500000, loss = 0.000, regloss = 0.00074, valid_loss = 0.000, time = 1.669, learning_rate=0.0001000000
520/500000, loss = 0.000, regloss = 0.00064, valid_loss = 0.000, time = 1.647, learning_rate=0.0001000000
540/500000, loss = 0.000, regloss = 0.00056, valid_loss = 0.000, time = 1.682, learning_rate=0.0001000000
560/500000, loss = 0.000, regloss = 0.00049, valid_loss = 0.000, time = 1.675, learning_rate=0.0001000000
580/500000, loss = 0.000, regloss = 0.00043, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
600/500000, loss = 0.000, regloss = 0.00038, valid_loss = 0.000, time = 1.657, learning_rate=0.0001000000
620/500000, loss = 0.000, regloss = 0.00033, valid_loss = 0.000, time = 1.675, learning_rate=0.0001000000
640/500000, loss = 0.000, regloss = 0.00029, valid_loss = 0.000, time = 1.691, learning_rate=0.0001000000
660/500000, loss = 0.000, regloss = 0.00026, valid_loss = 0.000, time = 1.675, learning_rate=0.0001000000
680/500000, loss = 0.000, regloss = 0.00023, valid_loss = 0.000, time = 1.652, learning_rate=0.0001000000
700/500000, loss = 0.000, regloss = 0.00021, valid_loss = 0.000, time = 1.693, learning_rate=0.0001000000
720/500000, loss = 0.000, regloss = 0.00019, valid_loss = 0.000, time = 1.643, learning_rate=0.0001000000
740/500000, loss = 0.000, regloss = 0.00017, valid_loss = 0.000, time = 1.599, learning_rate=0.0001000000
760/500000, loss = 0.000, regloss = 0.00015, valid_loss = 0.000, time = 1.682, learning_rate=0.0001000000
780/500000, loss = 0.000, regloss = 0.00014, valid_loss = 0.000, time = 1.640, learning_rate=0.0001000000
800/500000, loss = 0.000, regloss = 0.00013, valid_loss = 0.000, time = 1.657, learning_rate=0.0001000000
820/500000, loss = 0.000, regloss = 0.00012, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
840/500000, loss = 0.000, regloss = 0.00011, valid_loss = 0.000, time = 1.663, learning_rate=0.0001000000
860/500000, loss = 0.000, regloss = 0.00010, valid_loss = 0.000, time = 1.656, learning_rate=0.0001000000
880/500000, loss = 0.000, regloss = 0.00009, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
900/500000, loss = 0.000, regloss = 0.00009, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
920/500000, loss = 0.000, regloss = 0.00008, valid_loss = 0.000, time = 1.627, learning_rate=0.0001000000
940/500000, loss = 0.000, regloss = 0.00008, valid_loss = 0.000, time = 1.649, learning_rate=0.0001000000
960/500000, loss = 0.000, regloss = 0.00007, valid_loss = 0.000, time = 1.667, learning_rate=0.0001000000
980/500000, loss = 0.000, regloss = 0.00007, valid_loss = 0.000, time = 1.670, learning_rate=0.0001000000
1000/500000, loss = 0.000, regloss = 0.00007, valid_loss = 0.000, time = 1.673, learning_rate=0.0001000000
1020/500000, loss = 0.000, regloss = 0.00006, valid_loss = 0.000, time = 1.654, learning_rate=0.0001000000
1040/500000, loss = 0.000, regloss = 0.00006, valid_loss = 0.000, time = 1.667, learning_rate=0.0001000000
1060/500000, loss = 0.000, regloss = 0.00006, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
1080/500000, loss = 0.000, regloss = 0.00006, valid_loss = 0.000, time = 1.661, learning_rate=0.0001000000
1100/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.670, learning_rate=0.0001000000
1120/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.670, learning_rate=0.0001000000
1140/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.663, learning_rate=0.0001000000
1160/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.651, learning_rate=0.0001000000
1180/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.674, learning_rate=0.0001000000
1200/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.656, learning_rate=0.0001000000
1220/500000, loss = 0.000, regloss = 0.00005, valid_loss = 0.000, time = 1.673, learning_rate=0.0001000000
1240/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.665, learning_rate=0.0001000000
1260/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.661, learning_rate=0.0001000000
1280/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.668, learning_rate=0.0001000000
1300/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.593, learning_rate=0.0001000000
1320/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.680, learning_rate=0.0001000000
1340/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.673, learning_rate=0.0001000000
1360/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.600, learning_rate=0.0001000000
1380/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.589, learning_rate=0.0001000000
1400/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.659, learning_rate=0.0001000000
1420/500000, loss = 0.000, regloss = 0.00004, valid_loss = 0.000, time = 1.649, learning_rate=0.0001000000
1440/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.554, learning_rate=0.0001000000
1460/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.661, learning_rate=0.0001000000
1480/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.659, learning_rate=0.0001000000
1500/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.673, learning_rate=0.0001000000
1520/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.636, learning_rate=0.0001000000
1540/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.683, learning_rate=0.0001000000
1560/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.657, learning_rate=0.0001000000
1580/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.667, learning_rate=0.0001000000
1600/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.679, learning_rate=0.0001000000
1620/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.676, learning_rate=0.0001000000
1640/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.634, learning_rate=0.0001000000
1660/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.639, learning_rate=0.0001000000
1680/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.668, learning_rate=0.0001000000
1700/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.662, learning_rate=0.0001000000
1720/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.639, learning_rate=0.0001000000
1740/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.663, learning_rate=0.0001000000
1760/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.657, learning_rate=0.0001000000
1780/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.674, learning_rate=0.0001000000
1800/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.649, learning_rate=0.0001000000
1820/500000, loss = 0.000, regloss = 0.00003, valid_loss = 0.000, time = 1.669, learning_rate=0.0001000000
1840/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.670, learning_rate=0.0001000000
1860/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.657, learning_rate=0.0001000000
1880/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.682, learning_rate=0.0001000000
1900/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.669, learning_rate=0.0001000000
1920/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.648, learning_rate=0.0001000000
1940/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.647, learning_rate=0.0001000000
1960/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.638, learning_rate=0.0001000000
1980/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.682, learning_rate=0.0001000000
2000/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.652, learning_rate=0.0001000000
2020/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.647, learning_rate=0.0001000000
2040/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.634, learning_rate=0.0001000000
2060/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.683, learning_rate=0.0001000000
2080/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.676, learning_rate=0.0001000000
2100/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.658, learning_rate=0.0001000000
2120/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.644, learning_rate=0.0001000000
2140/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.666, learning_rate=0.0001000000
2160/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.647, learning_rate=0.0001000000
2180/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.682, learning_rate=0.0001000000
2200/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.658, learning_rate=0.0001000000
2220/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.611, learning_rate=0.0001000000
2240/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.674, learning_rate=0.0001000000
2260/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.700, learning_rate=0.0001000000
2280/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.664, learning_rate=0.0001000000
2300/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.646, learning_rate=0.0001000000
2320/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.683, learning_rate=0.0001000000
2340/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.656, learning_rate=0.0001000000
2360/500000, loss = 0.000, regloss = 0.00002, valid_loss = 0.000, time = 1.680, learning_rate=0.0001000000
